ptype,proxy,latency,exit_ip,https,anonymity,country,targets,asn,org,hosting,blocklisted,url
http,3.235.0.113:21099,15,3.235.0.113,False,elite,US,,14618,"Amazon.com, Inc.",True,False,http://3.235.0.113:21099
http,129.213.162.27:17777,55,129.213.162.27,True,elite,US,,31898,Oracle Corporation,True,False,http://129.213.162.27:17777
http,12.50.107.222:80,120,12.50.107.218,False,elite,US,,7018,"AT&T Enterprises, LLC",False,False,http://12.50.107.222:80
http,12.50.107.219:80,121,12.50.107.218,False,elite,US,,7018,"AT&T Enterprises, LLC",False,False,http://12.50.107.219:80
http,40.177.104.199:54246,155,40.177.104.199,False,elite,CA,,16509,"Amazon.com, Inc.",True,False,http://40.177.104.199:54246
http,5.161.103.41:88,162,5.161.103.41,False,elite,US,,213230,Hetzner Online GmbH,True,False,http://5.161.103.41:88
http,131.153.163.84:29776,164,73.79.200.64,True,elite,US,,7922,"Comcast Cable Communications, LLC",False,False,http://131.153.163.84:29776
http,67.207.92.87:3129,181,67.207.92.87,True,elite,US,,14061,"DigitalOcean, LLC",True,False,http://67.207.92.87:3129
socks5,83.147.217.103:1080,208,83.147.217.103,True,elite,US,,214861,CloudExa-Hosting LTD,True,False,socks5://83.147.217.103:1080
http,184.75.221.82:3118,214,184.75.221.82,True,elite,CA,,32489,Amanah Tech Inc.,False,False,http://184.75.221.82:3118
socks5,209.50.255.91:1080,219,209.50.255.91,True,elite,US,,30633,"Leaseweb USA, Inc.",True,True,socks5://209.50.255.91:1080
http,131.153.163.84:20798,225,24.98.8.130,True,elite,US,,7922,"Comcast Cable Communications, LLC",False,False,http://131.153.163.84:20798
socks4,45.81.154.75:1080,228,45.81.154.75,True,elite,ES,,0,,,True,socks4://45.81.154.75:1080
http,207.180.254.198:8080,230,207.180.254.198,False,elite,DE,,51167,Contabo GmbH,True,False,http://207.180.254.198:8080
http,144.124.251.24:10084,238,144.124.251.24,True,transparent,NL,,216071,SERVERS TECH FZCO,True,False,http://144.124.251.24:10084
http,31.220.78.244:80,245,31.220.78.244,False,elite,DE,,51167,Contabo GmbH,True,False,http://31.220.78.244:80
http,144.124.251.24:10953,248,144.124.251.24,True,transparent,NL,,216071,SERVERS TECH FZCO,True,False,http://144.124.251.24:10953
http,144.124.251.24:10689,248,144.124.251.24,True,transparent,NL,,216071,SERVERS TECH FZCO,True,False,http://144.124.251.24:10689
socks5,45.81.154.75:1080,251,45.81.154.75,True,elite,ES,,0,,,True,socks5://45.81.154.75:1080
http,107.150.41.226:18080,251,107.150.41.226,True,elite,US,,33387,"Nocix, LLC",True,False,http://107.150.41.226:18080
socks4,52.47.115.41:50161,252,52.47.115.41,False,elite,FR,,16509,"Amazon.com, Inc.",True,False,socks4://52.47.115.41:50161
socks4,23.95.164.244:1081,253,23.95.164.244,True,elite,US,,36352,HostPapa,True,False,socks4://23.95.164.244:1081
http,34.170.15.20:80,255,34.170.15.20,False,elite,US,,396982,Google LLC,True,False,http://34.170.15.20:80
http,144.124.251.24:10605,255,144.124.251.24,True,transparent,NL,,216071,SERVERS TECH FZCO,True,False,http://144.124.251.24:10605
http,95.129.101.73:80,257,95.129.101.73,False,elite,CZ,,24641,FASTER CZ spol. s r.o.,False,False,http://95.129.101.73:80
http,144.124.251.24:10465,262,144.124.251.24,True,transparent,NL,,216071,SERVERS TECH FZCO,True,False,http://144.124.251.24:10465
http,131.153.163.86:20798,265,24.98.8.130,True,elite,US,,7922,"Comcast Cable Communications, LLC",False,False,http://131.153.163.86:20798
socks5,23.95.164.244:1081,271,23.95.164.244,True,elite,US,,36352,HostPapa,True,False,socks5://23.95.164.244:1081
http,37.187.74.125:80,276,37.187.74.125,False,elite,FR,,16276,OVH SAS,True,False,http://37.187.74.125:80
http,95.211.174.135:3128,278,95.211.174.135,True,elite,NL,,60781,LeaseWeb Netherlands B.V.,True,False,http://95.211.174.135:3128
socks4,107.150.41.226:18080,283,107.150.41.226,True,elite,US,,33387,"Nocix, LLC",True,False,socks4://107.150.41.226:18080
http,103.237.102.191:11111,283,103.237.102.191,True,elite,DE,,62610,Zenlayer Inc,True,False,http://103.237.102.191:11111
http,144.124.251.24:10101,284,144.124.251.24,True,transparent,NL,,216071,SERVERS TECH FZCO,True,False,http://144.124.251.24:10101
http,109.199.119.160:80,286,109.199.119.160,False,elite,GB,,51167,Contabo GmbH,True,False,http://109.199.119.160:80
http,144.124.251.24:10453,290,144.124.251.24,True,transparent,NL,,216071,SERVERS TECH FZCO,True,False,http://144.124.251.24:10453
socks5,131.153.163.84:34825,291,73.51.120.189,True,elite,US,,7922,"Comcast Cable Communications, LLC",False,True,socks5://131.153.163.84:34825
socks4,181.115.74.172:5678,295,181.115.74.172,True,elite,HN,,14754,Telgua,False,False,socks4://181.115.74.172:5678
socks4,12.109.102.86:64312,299,12.109.102.86,True,elite,US,,40098,"Community Antenna Service, Inc.",False,True,socks4://12.109.102.86:64312
http,144.124.251.24:10002,300,144.124.251.24,True,transparent,NL,,216071,SERVERS TECH FZCO,True,False,http://144.124.251.24:10002
http,141.98.153.86:80,302,141.98.153.86,False,elite,DE,,51167,Contabo GmbH,True,False,http://141.98.153.86:80
http,157.90.10.50:8888,305,157.90.10.50,False,elite,DE,,24940,Hetzner Online GmbH,True,False,http://157.90.10.50:8888
http,185.58.115.185:8080,306,82.196.9.24,True,elite,NL,,14061,"DigitalOcean, LLC",True,False,http://185.58.115.185:8080
http,144.124.251.24:11265,306,144.124.251.24,True,transparent,NL,,216071,SERVERS TECH FZCO,True,False,http://144.124.251.24:11265
http,79.137.78.133:8007,307,146.70.120.152,True,elite,HU,,9009,M247 Europe SRL,True,False,http://79.137.78.133:8007
http,193.233.233.62:56736,313,193.233.233.62,True,elite,AT,,210644,AEZA INTERNATIONAL LTD,True,False,http://193.233.233.62:56736
socks5,107.150.41.226:18080,315,107.150.41.226,True,elite,US,,33387,"Nocix, LLC",True,False,socks5://107.150.41.226:18080
http,193.233.233.62:21840,316,193.233.233.62,True,elite,AT,,210644,AEZA INTERNATIONAL LTD,True,False,http://193.233.233.62:21840
http,79.110.192.44:8081,321,79.110.192.44,False,elite,PL,,35179,Korbank S. A.,False,False,http://79.110.192.44:8081
http,79.110.202.131:8081,323,79.110.202.131,False,elite,PL,,35179,Korbank S. A.,False,False,http://79.110.202.131:8081
http,131.153.163.86:20013,323,76.157.77.47,True,elite,US,,7922,"Comcast Cable Communications, LLC",False,True,http://131.153.163.86:20013
socks4,12.218.209.130:13326,329,12.218.209.130,True,elite,US,,7018,"AT&T Enterprises, LLC",False,True,socks4://12.218.209.130:13326
http,144.124.251.24:11011,334,144.124.251.24,True,transparent,NL,,216071,SERVERS TECH FZCO,True,False,http://144.124.251.24:11011
http,185.49.31.205:8080,337,185.49.31.205,False,elite,PL,,35179,Korbank S. A.,False,False,http://185.49.31.205:8080
http,165.154.162.73:8888,338,165.154.162.73,False,elite,US,,135377,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,True,False,http://165.154.162.73:8888
http,131.153.1.46:37084,339,76.36.60.160,True,elite,US,,11426,Charter Communications Inc,False,False,http://131.153.1.46:37084
http,104.168.15.151:4080,342,104.168.15.151,True,elite,US,,36352,HostPapa,True,False,http://104.168.15.151:4080
http,43.173.120.13:8899,343,43.173.120.13,True,elite,US,,132203,Shenzhen Tencent Computer Systems Company Limited,True,True,http://43.173.120.13:8899
http,144.124.251.24:10228,343,144.124.251.24,True,transparent,NL,,216071,SERVERS TECH FZCO,True,False,http://144.124.251.24:10228
http,144.124.251.24:10563,344,144.124.251.24,True,transparent,NL,,216071,SERVERS TECH FZCO,True,False,http://144.124.251.24:10563
http,212.127.95.235:8081,345,212.127.95.235,False,elite,PL,,35179,Korbank S. A.,False,False,http://212.127.95.235:8081
http,144.124.251.24:10846,346,144.124.251.24,True,transparent,NL,,216071,SERVERS TECH FZCO,True,False,http://144.124.251.24:10846
http,144.124.251.24:10346,347,144.124.251.24,True,transparent,NL,,216071,SERVERS TECH FZCO,True,False,http://144.124.251.24:10346
http,144.124.251.24:10877,352,144.124.251.24,False,transparent,NL,,216071,SERVERS TECH FZCO,True,False,http://144.124.251.24:10877
socks4,200.8.235.10:4145,356,200.8.235.10,True,elite,VE,,21826,Corporación Telemic C.A.,False,False,socks4://200.8.235.10:4145
http,87.226.22.225:80,359,87.226.22.225,False,elite,LV,,20910,"SIA ""BITE Latvija""",False,False,http://87.226.22.225:80
http,144.124.251.24:10440,361,144.124.251.24,True,transparent,NL,,216071,SERVERS TECH FZCO,True,False,http://144.124.251.24:10440
http,216.173.68.250:3128,362,216.173.68.250,True,elite,LV,,42532,SIA VEESP,False,False,http://216.173.68.250:3128
http,103.88.234.239:40002,367,104.28.193.189,True,elite,BR,,13335,"Cloudflare, Inc.",True,True,http://103.88.234.239:40002
http,157.90.10.50:8081,368,157.90.10.50,False,elite,DE,,24940,Hetzner Online GmbH,True,False,http://157.90.10.50:8081
http,144.124.251.24:10412,374,144.124.251.24,True,transparent,NL,,216071,SERVERS TECH FZCO,True,False,http://144.124.251.24:10412
http,144.124.251.24:10808,376,144.124.251.24,False,transparent,NL,,216071,SERVERS TECH FZCO,True,False,http://144.124.251.24:10808
socks4,107.167.18.122:443,378,107.167.18.99,True,elite,US,,46844,Sharktech,False,False,socks4://107.167.18.122:443
http,144.124.251.24:10167,378,144.124.251.24,True,transparent,NL,,216071,SERVERS TECH FZCO,True,False,http://144.124.251.24:10167
socks4,199.66.182.243:4145,382,199.66.182.243,False,elite,US,,20081,NET2ATLANTA.COM LLC,False,False,socks4://199.66.182.243:4145
socks4,216.105.128.144:4145,382,216.105.128.144,False,elite,US,,20081,NET2ATLANTA.COM LLC,False,False,socks4://216.105.128.144:4145
http,77.38.244.214:80,382,77.38.244.214,False,elite,LV,,20910,"SIA ""BITE Latvija""",False,False,http://77.38.244.214:80
socks4,216.105.143.146:4145,383,216.105.143.146,False,elite,US,,20081,NET2ATLANTA.COM LLC,False,False,socks4://216.105.143.146:4145
socks4,199.66.183.226:4145,384,199.66.183.226,False,elite,US,,20081,NET2ATLANTA.COM LLC,False,False,socks4://199.66.183.226:4145
socks4,199.66.182.232:4145,384,199.66.182.232,False,elite,US,,20081,NET2ATLANTA.COM LLC,False,False,socks4://199.66.182.232:4145
socks4,216.105.130.131:4145,384,216.105.130.131,False,elite,US,,20081,NET2ATLANTA.COM LLC,False,False,socks4://216.105.130.131:4145
socks4,199.66.183.251:4145,386,199.66.183.251,False,elite,US,,20081,NET2ATLANTA.COM LLC,False,False,socks4://199.66.183.251:4145
http,144.124.251.24:10230,386,144.124.251.24,True,transparent,NL,,216071,SERVERS TECH FZCO,True,False,http://144.124.251.24:10230
http,37.110.147.13:80,388,37.110.147.13,False,elite,RU,,42610,PJSC Rostelecom,False,False,http://37.110.147.13:80
socks4,198.8.94.174:39078,391,198.8.94.174,False,elite,US,,46562,Performive LLC,True,False,socks4://198.8.94.174:39078
http,213.111.146.36:18080,391,213.111.146.36,True,elite,NL,,43641,SOLLUTIUM EU Sp z.o.o.,False,False,http://213.111.146.36:18080
socks4,192.252.208.67:14287,392,192.252.208.67,False,elite,US,,46562,Performive LLC,True,False,socks4://192.252.208.67:14287
socks4,74.119.144.60:4145,392,199.116.112.3,False,elite,US,,46562,Performive LLC,True,False,socks4://74.119.144.60:4145
socks4,192.252.216.81:4145,393,192.252.216.81,False,elite,US,,46562,Performive LLC,True,False,socks4://192.252.216.81:4145
socks4,184.170.245.148:4145,393,184.170.245.148,False,elite,US,,46562,Performive LLC,True,False,socks4://184.170.245.148:4145
socks4,192.111.139.162:4145,393,192.111.139.162,False,elite,US,,46562,Performive LLC,True,False,socks4://192.111.139.162:4145
http,144.124.251.24:10551,402,144.124.251.24,False,transparent,NL,,216071,SERVERS TECH FZCO,True,False,http://144.124.251.24:10551
http,5.45.126.128:8080,411,5.45.126.128,False,elite,EE,,198068,P.A.G.M. OU,False,False,http://5.45.126.128:8080
http,174.138.161.188:36055,412,47.41.220.40,True,elite,US,,20115,Charter Communications,False,False,http://174.138.161.188:36055
http,159.224.232.194:8888,414,159.224.232.194,False,elite,UA,,13188,CONTENT DELIVERY NETWORK LTD,False,False,http://159.224.232.194:8888
http,144.124.251.24:10123,414,144.124.251.24,True,transparent,NL,,216071,SERVERS TECH FZCO,True,False,http://144.124.251.24:10123
http,107.181.155.86:80,425,107.181.155.86,False,elite,TR,,213535,YottaSrc,False,False,http://107.181.155.86:80
http,144.124.251.24:10552,425,144.124.251.24,True,transparent,NL,,216071,SERVERS TECH FZCO,True,False,http://144.124.251.24:10552
http,31.10.83.158:8080,430,31.10.83.158,False,elite,RU,,35271,"JSC ""AVIEL""",False,False,http://31.10.83.158:8080
socks4,20.50.39.194:1080,430,98.64.138.43,True,elite,NL,,8075,Microsoft Corporation,True,True,socks4://20.50.39.194:1080
socks4,107.181.168.145:4145,432,107.181.168.145,False,elite,US,,46562,Performive LLC,True,False,socks4://107.181.168.145:4145
socks5,107.167.18.122:443,435,107.167.18.99,True,elite,US,,46844,Sharktech,False,False,socks5://107.167.18.122:443
socks4,142.54.226.214:4145,437,142.54.226.214,False,elite,US,,46562,Performive LLC,True,False,socks4://142.54.226.214:4145
socks4,103.88.234.239:40002,438,104.28.193.189,True,elite,BR,,13335,"Cloudflare, Inc.",True,True,socks4://103.88.234.239:40002
socks4,72.37.217.3:4145,439,72.37.217.3,False,elite,US,,46562,Performive LLC,True,False,socks4://72.37.217.3:4145
socks4,67.201.59.70:4145,440,67.201.59.70,False,elite,US,,46562,Performive LLC,True,False,socks4://67.201.59.70:4145
socks4,206.220.175.2:4145,440,206.220.175.2,False,elite,US,,46562,Performive LLC,True,False,socks4://206.220.175.2:4145
socks4,68.71.254.6:4145,440,68.71.254.6,False,elite,US,,46562,Performive LLC,True,False,socks4://68.71.254.6:4145
socks4,192.252.220.89:4145,441,192.252.220.89,False,elite,US,,46562,Performive LLC,True,False,socks4://192.252.220.89:4145
http,109.95.220.45:8080,441,109.95.220.45,False,elite,RU,,50471,Limited Liability Company Sviaz Industriya,False,False,http://109.95.220.45:8080
http,128.199.192.160:9876,441,128.199.192.160,True,elite,SG,,14061,"DigitalOcean, LLC",True,False,http://128.199.192.160:9876
socks5,216.105.128.144:4145,444,216.105.128.144,False,elite,US,,20081,NET2ATLANTA.COM LLC,False,False,socks5://216.105.128.144:4145
socks5,216.105.130.131:4145,444,216.105.130.131,False,elite,US,,20081,NET2ATLANTA.COM LLC,False,False,socks5://216.105.130.131:4145
socks5,216.105.143.146:4145,445,216.105.143.146,False,elite,US,,20081,NET2ATLANTA.COM LLC,False,False,socks5://216.105.143.146:4145
socks5,199.66.183.251:4145,445,199.66.183.251,False,elite,US,,20081,NET2ATLANTA.COM LLC,False,False,socks5://199.66.183.251:4145
socks5,199.66.182.232:4145,446,199.66.182.232,False,elite,US,,20081,NET2ATLANTA.COM LLC,False,False,socks5://199.66.182.232:4145
socks5,199.66.183.226:4145,446,199.66.183.226,False,elite,US,,20081,NET2ATLANTA.COM LLC,False,False,socks5://199.66.183.226:4145
socks5,199.66.182.243:4145,448,199.66.182.243,False,elite,US,,20081,NET2ATLANTA.COM LLC,False,False,socks5://199.66.182.243:4145
socks4,193.233.233.62:56736,449,193.233.233.62,False,elite,AT,,210644,AEZA INTERNATIONAL LTD,True,False,socks4://193.233.233.62:56736
socks5,49.51.233.28:1080,453,49.51.233.28,True,elite,US,,132203,Shenzhen Tencent Computer Systems Company Limited,True,True,socks5://49.51.233.28:1080
socks5,184.170.249.65:4145,454,184.170.249.65,False,elite,US,,46562,Performive LLC,True,False,socks5://184.170.249.65:4145
socks5,192.111.139.163:19404,454,192.111.139.163,False,elite,US,,46562,Performive LLC,True,False,socks5://192.111.139.163:19404
http,2.26.90.195:80,454,2.26.90.195,False,elite,DE,,207957,SERV.HOST GROUP LTD,True,False,http://2.26.90.195:80
socks5,198.8.94.170:4145,454,198.8.94.170,False,elite,US,,46562,Performive LLC,True,False,socks5://198.8.94.170:4145
http,79.174.12.190:80,454,79.174.12.190,False,elite,RU,,29182,JSC IOT,False,False,http://79.174.12.190:80
http,144.124.251.24:10366,463,144.124.251.24,True,transparent,NL,,216071,SERVERS TECH FZCO,True,False,http://144.124.251.24:10366
socks5,103.88.234.239:40002,464,104.28.193.189,True,elite,BR,,13335,"Cloudflare, Inc.",True,True,socks5://103.88.234.239:40002
http,176.101.220.90:8090,467,176.101.220.90,False,elite,UA,,49588,SDS-Vostok Ltd.,False,False,http://176.101.220.90:8090
http,97.74.87.226:80,468,97.74.87.226,False,elite,SG,,26496,"GoDaddy.com, LLC",True,False,http://97.74.87.226:80
http,34.87.80.221:30000,478,34.87.80.221,True,elite,SG,,396982,Google LLC,True,False,http://34.87.80.221:30000
socks4,56.155.73.159:25541,479,56.155.73.159,False,elite,JP,,16509,"Amazon.com, Inc.",True,False,socks4://56.155.73.159:25541
socks5,107.175.194.203:40000,481,104.28.233.73,True,elite,LR,,13335,"Cloudflare, Inc.",True,True,socks5://107.175.194.203:40000
socks4,213.111.146.36:18080,485,213.111.146.36,True,elite,NL,,43641,SOLLUTIUM EU Sp z.o.o.,False,False,socks4://213.111.146.36:18080
socks4,66.42.224.229:41679,491,66.42.224.229,False,elite,US,,6181,Cincinnati Bell Telephone Company LLC,False,False,socks4://66.42.224.229:41679
socks4,72.49.49.11:31034,492,72.49.49.11,False,elite,US,,6181,Cincinnati Bell Telephone Company LLC,False,False,socks4://72.49.49.11:31034
socks4,216.68.128.121:4145,492,216.68.128.121,False,elite,US,,6181,Cincinnati Bell Telephone Company LLC,False,True,socks4://216.68.128.121:4145
socks4,46.21.186.252:1080,492,46.21.186.252,True,elite,IT,,47217,Planetel SPA,False,True,socks4://46.21.186.252:1080
socks5,193.25.215.182:22222,495,193.25.215.182,True,elite,US,,397966,"ReadyDedis, LLC",False,False,socks5://193.25.215.182:22222
http,183.110.216.128:8091,499,183.110.216.129,False,elite,KR,,4766,Korea Telecom,False,False,http://183.110.216.128:8091
http,172.237.73.24:80,502,172.237.73.24,False,elite,SG,,63949,"Akamai Technologies, Inc.",True,False,http://172.237.73.24:80
socks4,38.211.79.17:51486,503,38.211.79.20,False,elite,CO,,270062,FIBERNET TV SAS,False,True,socks4://38.211.79.17:51486
http,162.214.159.94:8085,506,162.214.74.29,False,elite,US,,46606,Unified Layer,False,False,http://162.214.159.94:8085
http,162.214.74.29:8085,506,162.214.74.29,False,elite,US,,46606,Unified Layer,False,False,http://162.214.74.29:8085
socks4,184.178.172.14:4145,507,184.178.172.14,False,elite,US,,22773,Cox Communications Inc.,False,False,socks4://184.178.172.14:4145
http,183.110.216.159:8090,509,183.110.216.129,False,elite,KR,,4766,Korea Telecom,False,False,http://183.110.216.159:8090
socks4,174.77.111.197:4145,510,174.77.111.197,False,elite,US,,22773,Cox Communications Inc.,False,False,socks4://174.77.111.197:4145
socks4,184.178.172.28:15294,510,184.178.172.28,False,elite,US,,22773,Cox Communications Inc.,False,True,socks4://184.178.172.28:15294
socks4,184.181.217.210:4145,510,184.181.217.210,False,elite,US,,22773,Cox Communications Inc.,False,False,socks4://184.181.217.210:4145
socks4,184.181.217.213:4145,510,184.181.217.213,False,elite,US,,22773,Cox Communications Inc.,False,False,socks4://184.181.217.213:4145
socks4,70.166.65.160:4145,510,70.166.65.160,False,elite,US,,22773,Cox Communications Inc.,False,True,socks4://70.166.65.160:4145
socks4,72.223.188.67:4145,511,72.223.188.67,False,elite,US,,22773,Cox Communications Inc.,False,False,socks4://72.223.188.67:4145
socks4,72.195.34.59:4145,511,72.195.34.59,False,elite,US,,22773,Cox Communications Inc.,False,False,socks4://72.195.34.59:4145
socks4,72.194.42.131:4145,511,72.194.42.131,False,elite,US,,22773,Cox Communications Inc.,False,False,socks4://72.194.42.131:4145
socks5,199.102.105.242:4145,512,199.102.105.242,False,elite,US,,46562,Performive LLC,True,False,socks5://199.102.105.242:4145
socks4,70.166.167.38:57728,512,70.166.167.38,False,elite,US,,22773,Cox Communications Inc.,False,False,socks4://70.166.167.38:57728
socks4,174.77.111.198:49547,512,174.77.111.198,False,elite,US,,22773,Cox Communications Inc.,False,True,socks4://174.77.111.198:49547
socks4,184.178.172.23:4145,512,184.178.172.23,False,elite,US,,22773,Cox Communications Inc.,False,False,socks4://184.178.172.23:4145
socks4,72.206.74.126:4145,512,72.206.74.126,False,elite,US,,22773,Cox Communications Inc.,False,False,socks4://72.206.74.126:4145
socks5,107.181.161.81:4145,513,107.181.161.81,False,elite,US,,46562,Performive LLC,True,False,socks5://107.181.161.81:4145
socks4,98.191.0.47:4145,513,98.191.0.47,False,elite,US,,22773,Cox Communications Inc.,False,False,socks4://98.191.0.47:4145
socks4,72.214.108.67:4145,513,72.214.108.67,False,elite,US,,22773,Cox Communications Inc.,False,False,socks4://72.214.108.67:4145
socks4,174.64.199.82:4145,513,174.64.199.82,False,elite,US,,22773,Cox Communications Inc.,False,False,socks4://174.64.199.82:4145
socks4,174.75.211.193:4145,513,174.75.211.193,False,elite,US,,22773,Cox Communications Inc.,False,False,socks4://174.75.211.193:4145
socks4,129.151.240.183:1080,513,129.151.240.183,True,elite,FR,,31898,Oracle Corporation,True,True,socks4://129.151.240.183:1080
http,112.216.54.226:12121,513,112.216.54.226,True,elite,KR,,3786,LG DACOM Corporation,False,False,http://112.216.54.226:12121
socks5,67.201.33.10:25283,514,67.201.33.10,False,elite,US,,46562,Performive LLC,True,False,socks5://67.201.33.10:25283
socks5,107.181.168.145:4145,514,107.181.168.145,False,elite,US,,46562,Performive LLC,True,False,socks5://107.181.168.145:4145
socks4,98.182.147.97:4145,514,98.182.147.97,False,elite,US,,22773,Cox Communications Inc.,False,True,socks4://98.182.147.97:4145
socks4,184.178.172.17:4145,515,184.178.172.17,False,elite,US,,22773,Cox Communications Inc.,False,True,socks4://184.178.172.17:4145
socks4,68.1.210.163:4145,515,68.1.210.163,False,elite,US,,22773,Cox Communications Inc.,False,True,socks4://68.1.210.163:4145
socks4,174.77.111.196:4145,515,174.77.111.196,False,elite,US,,22773,Cox Communications Inc.,False,False,socks4://174.77.111.196:4145
http,218.252.100.222:80,519,218.252.100.222,False,elite,HK,,9908,Hong Kong Cable Television Limited,False,False,http://218.252.100.222:80
http,45.194.41.155:8080,521,45.194.41.155,False,elite,IN,,140641,YOTTA NETWORK SERVICES PRIVATE LIMITED,False,False,http://45.194.41.155:8080
http,43.208.237.116:53971,521,43.208.237.116,False,elite,TH,,16509,"Amazon.com, Inc.",True,False,http://43.208.237.116:53971
socks4,95.111.228.190:1080,524,95.111.228.190,True,elite,DE,,51167,Contabo GmbH,True,False,socks4://95.111.228.190:1080
http,218.252.192.228:80,525,218.252.192.228,False,elite,HK,,9908,Hong Kong Cable Television Limited,False,False,http://218.252.192.228:80
socks5,20.50.39.194:1080,526,98.64.138.43,True,elite,NL,,8075,Microsoft Corporation,True,True,socks5://20.50.39.194:1080
http,93.171.157.249:8080,527,93.171.157.249,False,elite,RU,,51214,Vikscom Ltd.,False,False,http://93.171.157.249:8080
http,195.144.24.57:3128,528,195.144.24.57,True,elite,MK,,210464,ANDREW KRISTULI,False,False,http://195.144.24.57:3128
socks5,45.74.31.50:4434,531,209.42.18.223,True,elite,GB,,51713,WHG Hosting Services Ltd,True,True,socks5://45.74.31.50:4434
socks4,95.111.228.190:1081,532,95.111.228.190,True,elite,DE,,51167,Contabo GmbH,True,False,socks4://95.111.228.190:1081
http,46.150.9.111:8123,532,46.150.9.111,False,elite,UA,,47513,FOP Zubenko Volodimir Oleksandrovich,False,False,http://46.150.9.111:8123
socks4,95.111.228.190:1082,533,95.111.228.190,True,elite,DE,,51167,Contabo GmbH,True,False,socks4://95.111.228.190:1082
socks4,184.182.240.211:4145,535,184.182.240.211,False,elite,US,,22773,Cox Communications Inc.,False,False,socks4://184.182.240.211:4145
socks5,23.239.30.204:1088,536,23.239.30.204,True,elite,US,,63949,"Akamai Technologies, Inc.",True,True,socks5://23.239.30.204:1088
socks5,31.76.111.88:1080,536,31.76.111.88,True,elite,DE,,216039,EdgeSec Technologies Limited,False,False,socks5://31.76.111.88:1080
socks4,184.185.2.12:4145,537,184.185.2.12,False,elite,US,,22773,Cox Communications Inc.,False,False,socks4://184.185.2.12:4145
socks5,45.74.31.50:5194,537,173.199.119.161,True,elite,US,,20473,"The Constant Company, LLC",True,False,socks5://45.74.31.50:5194
socks5,45.74.31.47:6681,537,173.199.119.161,True,elite,US,,20473,"The Constant Company, LLC",True,False,socks5://45.74.31.47:6681
socks5,45.74.31.50:8452,537,91.134.248.230,True,elite,FR,,16276,OVH SAS,True,True,socks5://45.74.31.50:8452
socks4,184.182.240.12:4145,538,184.182.240.12,False,elite,US,,22773,Cox Communications Inc.,False,False,socks4://184.182.240.12:4145
http,144.124.251.24:10810,539,144.124.251.24,True,transparent,NL,,216071,SERVERS TECH FZCO,True,False,http://144.124.251.24:10810
socks5,45.74.31.50:4898,541,142.93.10.93,True,elite,US,,14061,"DigitalOcean, LLC",True,True,socks5://45.74.31.50:4898
socks5,45.74.31.47:4167,541,142.93.10.93,True,elite,US,,14061,"DigitalOcean, LLC",True,True,socks5://45.74.31.47:4167
http,122.116.125.115:8888,545,122.116.125.115,False,elite,TW,,3462,"Chunghwa Telecom Co., Ltd.",False,False,http://122.116.125.115:8888
socks5,45.74.31.25:15344,547,173.199.119.161,False,elite,US,,20473,"The Constant Company, LLC",True,False,socks5://45.74.31.25:15344
socks5,45.74.31.50:4244,548,173.199.119.161,True,elite,US,,20473,"The Constant Company, LLC",True,False,socks5://45.74.31.50:4244
http,27.109.158.122:80,549,27.109.158.122,False,elite,MO,,4609,Companhia de Telecomunicacoes de Macau,False,False,http://27.109.158.122:80
socks4,216.173.68.250:1080,550,216.173.68.250,True,elite,LV,,42532,SIA VEESP,False,False,socks4://216.173.68.250:1080
socks5,45.74.31.22:8319,550,91.134.248.230,True,elite,FR,,16276,OVH SAS,True,True,socks5://45.74.31.22:8319
socks5,45.74.31.25:16544,550,173.199.119.161,True,elite,US,,20473,"The Constant Company, LLC",True,False,socks5://45.74.31.25:16544
socks5,45.74.31.25:5295,551,142.93.10.93,True,elite,US,,14061,"DigitalOcean, LLC",True,True,socks5://45.74.31.25:5295
http,175.210.254.155:80,552,175.210.254.155,False,elite,KR,,4766,Korea Telecom,False,False,http://175.210.254.155:80
socks5,193.233.233.62:56736,552,193.233.233.62,False,elite,AT,,210644,AEZA INTERNATIONAL LTD,True,False,socks5://193.233.233.62:56736
socks5,45.74.31.22:4506,554,173.199.119.161,True,elite,US,,20473,"The Constant Company, LLC",True,False,socks5://45.74.31.22:4506
socks5,45.74.31.50:4217,556,173.199.119.161,True,elite,US,,20473,"The Constant Company, LLC",True,False,socks5://45.74.31.50:4217
socks5,45.74.31.47:5805,557,173.199.119.161,True,elite,US,,20473,"The Constant Company, LLC",True,False,socks5://45.74.31.47:5805
socks5,45.74.31.22:48814,559,173.199.119.161,True,elite,US,,20473,"The Constant Company, LLC",True,False,socks5://45.74.31.22:48814
socks5,45.74.31.42:11239,559,173.199.119.161,True,elite,US,,20473,"The Constant Company, LLC",True,False,socks5://45.74.31.42:11239
socks5,45.74.31.30:11600,560,173.199.119.161,True,elite,US,,20473,"The Constant Company, LLC",True,False,socks5://45.74.31.30:11600
socks5,45.74.31.25:5989,560,91.108.102.241,True,elite,FR,,47583,Hostinger International Limited,True,False,socks5://45.74.31.25:5989
socks5,45.74.31.42:9758,561,173.199.119.161,True,elite,US,,20473,"The Constant Company, LLC",True,False,socks5://45.74.31.42:9758
http,143.42.66.91:80,562,202.55.67.194,False,elite,SG,,18106,Viewqwest Pte Ltd,False,False,http://143.42.66.91:80
